comment,sentimiento,tema
paz sus almas dios hasta cuando tanto sufrimientos fortaleza para sus familiares estos dos venezolanos fallecieron cruzando la selva del darien el chico se lo llevo el rio y la senora sufrio un infarto en la loma del cerro de la llorona,tristeza,migracion
que se puede esperar de un sujeto que miente diciendo que la migracion venezolana es por el cambio climatico,ira,migracion
un venezolano fallecio tras haber permanecido en la selva del durante 15 dias con una en su pierna que le impedia trasladarse otro grupo de venezolanos lo habia encontrado lee mas,tristeza,migracion
muere migrante venezolano en la selva del darien venezolanos traicionados por maduro,tristeza,migracion
sepa emiratos arabes unidos dona a colombia 2 millones de dolares para atender la migracion venezolana,alegria,migracion
todo lo que ha tenido q vivir la migracion venezolana,tristeza,migracion
yo tengo las dos nacionalidades ecuatoriana y venezolana y soy nacido en ecuador cierta vez me retuvieron horas en quito y querian deportarme por una falla en el sistema de migracion un mexicano q venia conmigo fue deportado porque no tenia visa sin embargo deben verificar,tristeza,migracion
muy sarcasticoestatuto de proteccion para migrantes venezolanostras de ampones los protejemos de razon hacen lo que se les da la gana y no pasa nadaahora nos toca al los colombianos defendernos en nuestra propia patria contra la migracion venezolana,ira,migracion
sucesos mueren cuatro migrantes venezolanos en la selva del darien en la ultima semana,tristeza,migracion
yo lo hice primero escuchando a cubanos aca en el darien despues a africanos y por ultimo a venezolanos esas historias son desastrosas no las quiero vivir en mi pais,tristeza,migracion
pobre peru en poco tiempo no solo tendremos migracion venezolana sino que peruana tambien,tristeza,migracion
peru libre y ministro de castillo dicen q la migracion venezolana trajo problemas al pais xenofobia fascismo ahno es vox son zurdos pueden decir lo que quieran esta bien,ira,migracion
e escuchado eso y tambien cubanos y haitianos pero como que a ellos no les pasa nada x que nunca se dijo a los venezolanos es que mueren en la selva del darien,ira,migracion
buenos dias y excelente jueves la migracion venezolana no solo crece en espana sino que tambien comienza a consolidarse en ese pais,alegria,migracion
con la terrible experiencia venezolana una inmensa migracion de venezolanos en peru y votaron por lo mismo pensaron que seria distinto ingenuidad no,tristeza,migracion
son unos heroes los venezolanos de darien menos mal que no se dieron cuenta del dinosaurio que los acechaba por estar pendientes del puma,alegria,migracion
pareja de venezolanos estarian desaparecidos en la selva del darien,tristeza,migracion
colombia siempre ha tenido problemas politicos sociales y militares antes de la migracion venezolana y tu bien lo sabes lo de la migracion agravo las cosas mas no es un causante de algo que ya sucedia y sucede desde hace muchos anos,tristeza,migracion
excelente descripcion de lo que sucede en el darien no salgo del asombro de lo pendejo que son los venezolanos con ese mojon mental que piensan que van a encontrar un paraiso,ira,migracion
chile es de los chilenos y no de la onubasta de la migracion venezolana esta gente deberia luchando y sacar al dictador maduroson cobardes y arrancan de venezuela,ira,migracion
implica el cambio de vida para ti delincuente comunista por algo no llegaron los venezolanos y cubanos en los 80 para saber que nunca jamas en el peru estara el comunismo que trae miseria y pobreza tenemos ejemplo vivos en el peru la migracion venezolana,ira,migracion
soy venezolana y la verdad no estoy de acuerdo con la migracion ilegal no me gusta que chile deje entrar al pais extranjeros incluyendo venezolanos que no aportan al pais y solo trae delincuencia pobreza y corrupcion,ira,migracion
es en serio sabes el bloqueo criminal al que ha sometido eeuu a venezuela los ultimos 6 anos esa es la causa de la migracion venezolana es una estrategia geopilitica del imperio para repartir dolor miseria mendicidad por toda america con venezolanos en cada esquina,ira,migracion
que les pasa son xenofobos saben todo lo que los extranjeros les traen a su pais de acogida ideas nuevas formas de ver las cosas con otra luz una cultura de esta migracion venezolana saldran cosas estupendas,ira,migracion
amigos venezolanos respeto las decisiones que llevan a emigrar de nuestro pais pero no lo hagan por esa selva que es el infierno aca en la tierra el darien es una trampa del demonio,ira,migracion
el gobierno aleman ya q esta apoyando la dictadura narco paramilitar colombiana y el desplazamiento de 8 millones de colombianos de la tirania y a la ves apoya la migracion venezolana a colombia muestra su doble moral con los colombianos desplazados x la dictadura colombiana,ira,migracion
mas de 70 venezolanos estan desaparecidos en el tapon de darien,tristeza,migracion
a mi como venezolano me preocupa la posicion de petro frente a la migracion venezolana por otro lado como democrata que creo ser el dano a las instituciones si llega a ganar 1 crece la incertidumbre 2 la institucionalidad se resiente 3el pacto social se resiente,tristeza,migracion
para se ve a la poblacion venezolana como migrantes ordinarios cuando en realidad forman parte de una migracion forzada por diversas situaciones que vive el pais esa es una gran preocupacion,tristeza,migracion
9 cuando eramos felices pero no lo sabiamos melba escobar sobre la migracion venezolana se aproxima con solidaridad compasion y amabilidad es un acercamiento hermoso a lo que significo venezuela para los que se han ido los que se han quedado y los que no estuvieron,tristeza,migracion
quiete mejor la visa a los venezolanos para que puedan pasar por mexico hacia los estados unidos usted es uno de los culpables que esten muriendo en la selva del darien junto con cubanos y haitianos y aun asi se llama democrata y que respeta los ddhh,ira,migracion
denuncian desaparicion de 76 venezolanos en darien,tristeza,migracion
taparita hdp inmunda los padres de la migracion venezolana son ustedes que incitaron a la gente que se fueran x aqui no habia futuro mal parido,ira,migracion
me parte el alma ver como miles de venezolanos arriesgan su vida y cruzan el tapon del darien con la esperanza de un mejor futuro esta tragedia humana tiene que parar la migracion no se detiene con visas o muros sino derrotando al regimen y recuperando la democracia en vzla,tristeza,migracion
y salen los pajuo guaidiotas como alias la loca y juanito alimana alias guaidiota ha hablar de la migracion venezolana don ellos ha recibido miles de millones de dolares para ayudarlos y no han dado un centavo todo se lo ha robado,ira,migracion
y no solo la migracion venezolana sino la del resto del mundo he visto documentales que me han hecho llorar es horrible el sufrimiento humano y la indiferencia de los gobiernos,tristeza,migracion
solo hay una solucion a la mas grande crisis humanitaria y a la migracion masiva de la que se tenga memoria en nuestro continente y es acabar con la dictadura venezolana y restaurar la institucionalidad el estado de derecho y rescatar nuestras libertades y nuestra democracia,tristeza,migracion
el lider venezolano leopoldo lopez consiguio facilidades a la migracion venezolana a cambio del apoyo a la sra kasi q agarrense q la sra k nos convertira en la venezuela sangrienta y delincuencial q tanto tememos,ira,migracion
jajajaja fue un chiste malo porque la cuenta dedicada a el subio un corto que esta basado en la migracion venezolana de hecho lo hizo un venezolano y digo que fue muy malo porque el esta muerto pe,ira,migracion
pero la gente en darien es un montaje sale mucho mas venezolanos que los que regresan en aviones,ira,migracion
y que cosas que la mayor migracion venezolana esta en colombiaasi como una vez la hubo en venezuela la migracion de colombianosno sera que usted le tienen rabia por alguna razon a los colombianosy por algun caso que le paso jusga a todo el mundo,ira,migracion
buenas noches a mis nobles hara por el dolor y sufrimiento que hemos vivido y las humillaciones de las que hoy somos victimas,tristeza,migracion
la migracion venezolana te dice claramente cual es el sistema de miseria,ira,migracion
en este momento hay paro nacional de camioneros en chile ya que estan siendo desbordados por la migracion venezolana y en su mayoria son delincuentes y asesinos y todo bajo la orbita de la onu y la acnur es un caos y a eso sumenle el presidente que votaron chavista comunista,ira,migracion
el exterminio de migracion venezolana en colombia esta igual al de israel con palestina,ira,migracion
el problema es que ahora a los venezolanos tambien nos piden visa para entrar a mexico casi el mismo protocolo que la visa americana por eso este boom loco de atravesar el darien y toda centroamericaantes muchos aprovecharon de llegar a mexico en avion pero cerraron el chorro,ira,migracion
es duro el comentario que no merece colombia es uno de los paises quiza el unico que se ha portado bien con la migracion venezolana casi dos millones de compatriotas huyeron hacia ese pais y siguen incluso la entrada de ladrones y asesinos chavistas en su mayoria,ira,migracion
que cierto es lo que dices esa senora pseudo doctora es launica culpable de la gigantesca migracion haitiana y ahora la venezolana han sido plaga gran parte delincuencia estan matando este pais,ira,migracion
y adolescentes a estudiar a colombia peru chile y n cantidad de pasies mas donde la migracion venezolana ha llegado no seas tan pedejo vale,ira,migracion
son ideas mias o esa pedidera de visa a los venezolanos por parte de latinoamerica ha puesto peor la situacion de la migracion hacia el sur chile esta peorhacia el norte la tragedia de darien es increible es buena politica de control migratorio eso de la visa,ira,migracion
la migracion venezolana sigue creciendo y con saldos negativos para la familias venezolanas que siguen huyendo de la crisis social y economica que nos agobia debemos insistir luchar por medios reales,tristeza,migracion
no les parece desgarrador ver a este migrante venezolano quien casi muere ahogado con su bebe en brazos cruzando el tapon del darien por esta ruta miles de haitianos venezolanos y africanos pasan para llegar a panama y de ahi a los estados unidos,tristeza,migracion
cuando vemos venezolanos cruzando el rio bravo la selva del darien o caminando miles de kilometros para huir del regimen de maduro y sus consecuencias el hambre entre ellas resulta aun mas abrumador escuchar a quienes dicen que venezuela se arreglo 3,tristeza,migracion
las iglesias y las fundaciones venezolanos son las que mas reciben dinero ni se acuerda de piraquive las iglesias y las fundaciones venezolanos son el negocio mas rentable la primeras por la fe y la segunda el negocio de la migracion venezolana esta enriquecimiento venezolan,ira,migracion
son otros ladrones de otro color como este gobierno no hacen nada por la migracion venezolana no prestan ningun apoyo a nuestros compatriotas,ira,migracion
esto es para los que piensan que el problema de venezuela es solo de los venezolanos es un problema global la migracion venezolana afecta al resto del mundo y no quieren verlo,ira,migracion
observen el hilo de alejandro sobre el horror en el tapon de darienes triste lo que ocurre y el responsable es quien origino la migracion de los venezolanos es la cruda verdad,tristeza,migracion
los ninos ninas y adolescentes separados y no acompanados son un fenomeno invisibilizado en medio de la ola de migracion venezolana y varias alertas se han prendido en torno a la vulnerabilidad de esta poblacion,tristeza,migracion
las noticias mas locas en la venezuela socialista 1 el anestesiologo violador 2 la asesina que felicita a la fiscaliza porque la descubrieron 3 los venezolanos muriendo en la selva de darien tremendo guion para netflix,ira,migracion
me da mucha tristeza y rabia el saber que tantas venezolanos prefieren arriesgar sus vidas cruzando el darien que quedarse en un pais que solo les ofrece miseria jamas culpare a las personas que de tomar esa decision los unicos culpables son los que estan en el poder,tristeza,migracion
no les reclamen a los hermanos venezolanos que huyen desesperados por la selva de reclamenle al interinato y sus embajadores porque a ellos se les encomendo el 5ene2019 usar todo las armas para detener la tirania pero naaaa ellos prefirieron venderse por un punado de,ira,migracion
decir que se fue con sus papeles en regla y legal cuando tuvo que mentirle a un funcionario de migracion es incongruente creer que todos pueden migrar legal cuando se vive en un pais con una crisis como la venezolana es una fantasia la gente huye no migra,ira,migracion
el darien tiene anos siendo un paso peligroso para los migrantes no entiendo por que hasta ahora estan tan obsesionados con el tema diario me escriben venezolanos retandome a hacer documental del darien de hecho lo iba a hacer en 2020 si lo hago luego me reclaman,ira,migracion
sii y la red esta mas solida y organizada que hace 10 anos sonara fuerte pero la migracion venezolana es un negocio para muchos si deja de existir pierden dinero por eso el silencio de los gobiernos y muchas organizaciones,tristeza,migracion
salen a apoyar a los que queman el pais y se alian con el chavismo y se quejan de la migracion venezolana,ira,migracion
soy venezolanacolombiana y he vivido la xenofobia 2 veces mientras crecia en venezuela por lo mismo la migracion y la delincuencia los venezolanos seremos estigmatizados asi como fueron los colombianos ah y en venezuela tambien eran datos unos pocos siempre joden al resto,ira,migracion
que mal te veo colombiahan sido los que mas han sufrido la migracion venezolana y aun asi votaran por un comunista resentido,tristeza,migracion
cronica desde el infierno investigador de human rights watch revela en este hilo su recorrido por la selva del darien donde miles de migrantes ya en su mayoria venezolanos y venezolanas adultos y ninos sufren asaltos violencia sexual y hasta homicidios,tristeza,migracion
la gente se endeuday tambien hay venezolanos en la usa con familia alla y que cruzaron por el darien no defiendas lo indefendibles,tristeza,migracion
si colombia no ha aprendido nada con la migracion venezolana por el desastre que significa el socialismo entonces terminen de lanzarse al vacio con ese loco latan es un chiquero definitivamente,ira,migracion
que no lo vea la diputada capaz y la investiga a ver si esa venezolana tiene los documentos de migracion,ira,migracion
migrantes venezolanos mueren arrastrados por la corriente del rio armila en la comarca indigena guna yala en los limites con el darien,tristeza,migracion
como bloqueo los marditos videos del darien de tiktok y lo peor es que todos son de venezolanos showseros,ira,migracion
si petro de verdad cumple se abre fronteras se acaban el negocio de la migracion los unicos seran los venezolanos que lo extranan porque duque fue el titere de la oposicion venezolana que hizo de colombia su guarida y acabaron con el empleo de miles de familias colombianas,ira,migracion
uno de los grandes desafios a los que nos enfrentamos son las corrientes migratorias masivas en latinoamerica por primera vez tiene la mayor crisis de desplazados a nivel global despues de a raiz de la migracion de la comunidad venezolana,tristeza,migracion
es posible que el cambio climatico sea el proximo causante de la migracion venezolana cada vez las sequias son mas fuertes y a raiz de esto tambien la inestabilidad en la red energetica en cifras asi va el desplazamiento por desastres naturales,tristeza,migracion
ambos tienen 19 anos pareja de venezolanos se perdio en el infierno de darien,tristeza,migracion
dolor por nuestra tierra una marcha contra la migracion venezolana en el norte de chile termino con incidentes los pobladores de iquique atribuyen la creciente delincuencia al flujo migratorio a traves de,tristeza,migracion
la migracion venezolana es producto de una miserable idea la idea de poner a sufrir a un pueblo para poner un gobierno que al imperio de convenga la migracion venezolana es producto de la bestialidad llamada corrupcion y las ansias incansables del capitalismo salvaje,ira,migracion
quiero ver si se atreven a irse a pie y atravesar la selvatapon de darien entre colombia y panama vamos a ver por culpa de todo esto es que a los venezolanos que no nos ponemos a hacer esto pagamos justos por pecadores pero si estoy de acuerdo con lo que acaba de hacer mexico,ira,migracion
estos mamertos son tan ingenuos que hasta se creen lo que dice petro que la migracion venezolana es por el cambio climatico y el petroleo mas de 7 millones de venezolanos huyendo de la dictadura por las condiciones de pobreza extrema y sueldos de miseria en venezuela,ira,migracion
policia de mata de un disparo en la cabeza a una venezolana fue un mal procedimiento policial justicia justicia reclamaron los compatriotas de la yaracuyana yohana colmenarez de 26 anos,tristeza,migracion
guanipa responsabilizo a maduro por la tragedia que viven los venezolanos en la selva del darien _,tristeza,migracion
que xenofobia la de el 52 dijo no y el 48 si no podian titular mayoria de los colombianos no los afecta la migracion venezolana,ira,migracion
cinco seguidores por favor senores asesinos hasta para eso ha servido el dinero robado a los venezolanos para pagar un poco de basuras que intenten defender a los criminales q han destruido la economia venezolana y quienes hicieron de la migracion un negocio,ira,migracion
si tuvieramos cifras oficiales nos partiria el corazon saber con exactitud cuantos compatriotas se han ido a buscar oportunidades que aqui no las tienen unos lo logran y otros pierden la vida en el intento y todavia seguimos hablando de la migracion venezolana,tristeza,migracion
el rio de gente que va por panama se represara en mexico infierno mas alla del darien el desesperante papeleo de venezolanos para llegar a eeuu a traves de,tristeza,migracion
asi de grande es la crisis causada por la migracion venezolana causada por la dictadura comunista,tristeza,migracion
acnur irresponsable informa que gobierno de ha manejado migracion venezolana ejemplarmente cretinos,ira,migracion
no hay tapon del darien ni muro de trump que pueda con tanto anhelo de prosperar y tanta hambre juntas migracion de panama observa que en lo que va de 2022 han entrado al pais 48430 personas por el darien el 58 de estos migrantes son venezolanos,tristeza,migracion
vergaaaa los unicos que cruzan el darien son los venezolanos miguel rodriguez llevo a un venezolano a su programa que se encontro con una boa del tamano de un edificio cruzando el darien y la mato,ira,migracion
aqui estoy sentada leyendo como los venezolanos se destruyen entre todos en todas partes ya los veo en anos proximos no te juntes con esa chusma que se vino por el darien hipocritas y ridiculos repito el peor enemigo de un venezolano es otro venezolano,ira,migracion
de que verdad me hablas tu mamarracho basura comunista es que acaso no has visto las noticias de los cientos de venezolanos que huyen de la narcodictadura y la desidia latinoamericana atravesando el tapon de darien para llegar al imperio mas malevolo del mundo gafo,ira,migracion
otra vez pinera y la migracion venezolana aqui esta el culpable,ira,migracion
amigo tampoco estimagtice al chileno de esa manera por favor se lo pido independientemente de las diferencias politicas debe existir el respeto y aqui en chile han tratado muy bien a la migracion legal venezolana,ira,migracion
viendo los videos de venezolanos cruzando la selva del darien ccon tanta gente muerta y ver ninos de meses de pocos anos pasando eso digo senores no hagan eso no arriesguen a sus hijos a la selva,ira,migracion
region rica en hidrocarburos empresas petroleras que no generan empleo migracion venezolana falta de empleo y de educacion region que se disputan grupos armados ilegales y politicos corruptos y la unica inversion del estado es militarizar constantemente,ira,migracion
ah ok me entero que la crisis migratoria en la selva del darien inicio con la migracion venezolana que bruta he sido si les dan visa a los venezolanos ya no habran muertos en el darien sobre todo si ponen alcabalas,tristeza,migracion
una venezolana murio luego de atravesar el tapon del darien entre la frontera de panama y colombia la mujer era oriunda de caricuao caracas,tristeza,migracion
has probado alguna vez los helados de teta en santiago de una venezolana lleva adelante tetis mia un emprendimiento con el que refresca paladares hoy vende tambien tinitas y vasos grandes,alegria,migracion
mientras un extranjero usurpador y politicos complices regalan nuestro territorio a iran miles de venezolanos mueren atravesando la selva del darien en busca de un mejor futuro su traicion a venezuela y a los venezolanos tendran que pagarla bien caro,tristeza,migracion
cuando me chocaron tuve sospechas de algo medio preparado mafioso un ex amigo pregunto inmediatamente eran colombianos verdad pero ahora hace gala de una vez que compro panales a una mujer venezolana y lo hizo para impresionar a su conquista que era pro migracion,ira,migracion
la comunidad venezolana somos 33 millones que celebra que te vas pal cono y fuiste el peor subpresidente de colombiapeor que santanderpara ti la migracion fue un negocio,tristeza,migracion
miren aqui las calamidades que pasan cada uno de los venezolanos que emigran en busca de un mejor,tristeza,migracion
la migracion venezolana forzada segun la fuente a razon de 5 mil personas por dia,ira,migracion
excelente noticia mas oportunidades para una integracion responsable de la migracion venezolana mas oportunidades de trabajo dignas para una poblacion que es muy vulnerable,alegria,migracion
darien sigue siendo epicentro de dolor y muerte para los venezolanos,tristeza,migracion
la patilla mas de 61 mil fallas electricas se registraron en venezuela durante primer semestre de 2022 evtv tres venezolanos mas han muerto esta semana en la selva del darien,tristeza,migracion
el retroceso de la educacion venezolana es apocaliptico utilizaran a bachilleres como docentes en un pais que tenia suficientes educadores profesionales el gobierno establecio salarios de hambre poniendo en riesgo la vida de los maestros y forzandolos a la migracion laboral,ira,migracion
es que la misma gente venezolana se encarga de rayar a los demas yo por ejemplo nunca he estado de acuerdo con la migracion ilegal y que todos los paises tienen que recibirnos no conforme con llevar migracion ilegal a toda latam ahora es usa que rayaaaa,ira,migracion
te falta calle tonto wn esta claro q eres del retraso hasta tu cara lo dice facho la crisis de la migracion ilegal venezolana en el norte empezo desde el 2018 asi que saca calculos aweonao busca cuando asumio tu presidente se nota que dices puras tobteras sin sentido,ira,migracion
los venezolanos y sus cosas debe ser que lo del darien es algo que sucede de ayer para hoy primero querian que alex se metiera en la cota 905 y ahora quieren que vaya a darien se nota que andan bien comodos en sus casas dando opiniones y criticando el trabajo de alex,ira,migracion
me da arrecher la falta de humanidad de muchos ante lo que se vive en el tapon de darien comentarios tipo quien los manda pero ve si es que estan gorditos cosas de ese estilo aun no parecen entender el karma que estamos pagando los venezolanos,ira,migracion
tus extranos alegatos no tienen nada que ver con mis twitter si te da la gana de hablar de politica hablale al presidente mi preocupacion son los que mueren a diario en el no me interesa discutir contigo,ira,migracion
falso la migracion venezolana es por el descarado robo a los recursos del hamponato chavo madurista sumado al alto costo de la vida e inseguridad personal y juridica entre otros factores,ira,migracion
la migracion venezolana es un tema que nos afecta a todos cada uno de nosotros ha despedido a familiares o amigos que decidieron buscar un destino para trabajar y progresar lo lamentable los maltratos recibidos y la xenofobia que incluso ha cobrado victimas mortales,tristeza,migracion
eso es de todas partes acaso no ves noticias de chile mexico espana en donde se involucran colombianoso los grafitis en chile que decian fueran culombianos el hecho que unos hagan el mal no significa que todos seamos asiantes de la migracion venezolana eran los colombianos,ira,migracion
y los migrantes venezolanos caminando hacia el imperio y muriendo en el darien por culpa de su estupida revolucion,tristeza,migracion
la situacion de venezolanos cruzando por la selva de dariencada dia es mas caotica y peligrosapero aunque muchos de ellos lo niegenen vzlahay libertadpara hacer lo que quierases lastimoso que muchosoiganlos malos consejos de la oposicion y se aventuren a arriesgarse,tristeza,migracion
dos venezolanos murieron al ser arrastrados por un rio que limita con la selva del darien,tristeza,migracion
digame usted solo por salir del grupo de lima el peru estara sumido en la miserio realmente que ha echo el grupo de lima por venezuela mas que promover la migracion venezolana en cantidades masicas lo cual no ha hecho mas que debilitar a venezuela y fortaleces a los gobernantes,ira,migracion
a el le importa un carajo eso durante le paguen buenos por lavarle la cara a todo eso tirano el va decir que la migracion venezolana es un invento de la television de miami,ira,migracion
pida plata para educacion y para colombia que legalizadero de plata la migracion venezolana,ira,migracion
por supuesto que hay venezolanos por kast la migracion venezolana no es monolitica los clasemedieros fachos venezolanos pro guaido pro intervencion gringa pro pinera son tambien pro kast y les importa un comino que le quemen la ropa a los pobres,ira,migracion
solidaridad venezolana vamos a guerrear y la vamos a ayudar venezolanos salvan a mujer abandonada en la selva del darien video,tristeza,migracion
en necocli colombia se encuentra la salida de miles de migrantes haitianos y venezolanos quienes entre el miedo y la esperanza atraviesan el tapon del darien una zona selvatica sin caminos y sin ley,tristeza,migracion
la migracion venezolana en casi todos los paises ha tenido las mismas caracteristicas 1era y 2da ola migrante gente calificada decente educada y profesional 3era 4ta y siguientes olas migrantes lumpen delincuentes vagos vividores pediguenos y mendigos,ira,migracion
al menos 14 migrantes venezolanos han muerto durante su travesia por la selva del darien que divide la frontera entre colombia y panama en lo que va de ano mas detalles aqui,tristeza,migracion
cuatro venezolanos fallecen en la selva del darien,tristeza,migracion
petro antiinmigrantes venezolanos y cubanos en colombia tendran que irse del pais si petro se toma la presidencia dolera mas ver a millones de colombianos obligados a migrar atravesando la selva del darien o lanzandose el mar por,tristeza,migracion
no son responsables de sus malas decisiones por cierto el 90 de los venezolanos que huyen por la selva del darien huyen de colombia ya que vivian alli,ira,migracion
jesus maria mucho antes de la migracion venezolana de donde renace esto existia decadas,ira,migracion
grupos de venezolanos estan ayudando a las pocas victimas que salen vivas del tapon de darien y las historias son horribles mujeres y ninos violados muchos ahogados otros mueren de cansancio aquella selva es bien dificil el que se va por alli debe asumir lo que le espera,tristeza,migracion
mucha fuerza alvaro nosotros seguiremos denunciando que la solucion no esta en poner barreras muros restricciones a la migracion venezolana la solucion es erradicar la causa que esta aqui y es el regimen de maduro,tristeza,migracion
antes eramos 14millones y hubo la migracion forzada desde colombia llegamos a 16millones luego la venezolana llegamos a 18 sin embargo no discrepo de la necesidad poro un mundo globalizado lleno de vanidades es imposible se haga algo racional y humano dios proteja la humanidad,tristeza,migracion
falso estas confundiendo la migracion legal con la crisis humanitaria venezolana una cosa es llegar en transporte con tus papeles y otra cosa es abrir la frontera sin identificar a nadie que yo sepa la mayoria estan en condicion irregular x causa humanitaria que yo sepa,ira,migracion
denuncian familiares que 76 migrantes venezolanos estan desaparecidos en la selva del darien a traves de,tristeza,migracion
igual siguen miles de venezolanos dejando la vida en el darien por ese sueno americano,tristeza,migracion
amigo en tu pais no habian asesinatos antes de la migracion venezolana te pregunto es que pablo escobar era de barquisimeto amigo le recomiendo que se revise el culito primero antes de hablar,ira,migracion
los chinos toda la vida han dominad el comercio en los teques y si como hay comercios de chinos tambien los hay de arabes portugueses y venezolanos los chinos no son estupidos ven una oportunidad y no la pelan los venezolanos prefieren irse al darien asi son las cosas,ira,migracion
la vaina mas hipocrita que he leido en twitter esta semana son chavistas de mierda hablando del paso del darien como si no fuese culpa del chavismo todos los venezolanos que mueren ahi por huir de venezuela,ira,migracion
estoy sorprendida no me imagine que iban a involucrar a frank sinatra y la migracion venezolana pero quizas en la produccion del video esta un venezolano y que bonito,alegria,migracion
pero supongo ustedes promotores de la migracion venezolana ya ofrecieron ayuda de todo tipo a los sobrevivientes y a los familiares de los fallecidos con todo el dinero robado y ganado a costilla de esos mismos migrantes bocon relambepaila,tristeza,migracion
la selva de darien colombiapanama es tan cerrada y peligrosa que impidio completar la carretera panamericana entre argentina y estados unidos es el unico tramo que falta dificil de construir lo llaman el tapon de darien muchos venezolanos lo cruzan a pie horrible,tristeza,migracion
el video del tema de sinatra en clara alusion a la migracion venezolana duele en el alma millones de desplazados ante la mirada de un mundo inmoral que finge demencia y llama desacuerdo politico a una de las mayores tragedia en la historia contemporanea,tristeza,migracion
maldito guaido y todos los que hicieron de la migracion venezolana la mayor estafa del siglo el gran negocio que les hizo millonario y que incluye a periodistas que por un punado de dolares vendieron esa mentira como una realidad,ira,migracion
tranquilo que el futuro de tu pais en futbol sea horrible no necesariamente es porque siempre haya algo ilegal en el resto ya tendran mejores jugadores con la migracion venezolana y haitiana seguramente les saldra algo mejor los mapuches puros no sirven sus anos acabaron,ira,migracion
es indispensable acudir a instancias internacionales no se debe permitir que el regimen mate a los venezolanos es en serio es urgente no hay salud alimentacion nada el regimen disfruta de como mata al pueblo el darien es solo una muestra del sufrimiento del pueblo,tristeza,migracion
los venezolanos que cruzan el darien es gracias a tu lider maduro y es de mal gusto que te burles de las personas que han muerto en el darien ojala y a tu familia nunca le toque cruzar,ira,migracion
imperdonable el manejo que se le ha dado a la migracion venezolana cientos de crimenes y vacios juridicos e incapacidad para identificar hasta cuando esta omision,ira,migracion
76 migrantes venezolanos estarian desaparecidos en la selva del darien,tristeza,migracion
moneda de cuero mitomano patologico profesional diga mas bien donde se mekatio los millones de dolares para la migracion venezolana aparte de que los asesinan se abudinean todas las ayudas humanitarias para ellos miserable pagaras con tus hijos,ira,migracion
tu crees que es justo que haya tanta migracion venezolana en este momento antes eran cubanos por favor me puedes decir que sistema comunista ha traido prosperidad no me digas que china porque ellos en no valen,ira,migracion
es nuestro deber luchar en contra de este crimen que no nos es ajeno muchos migrantes venezolanos como quienes arriesgan sus vidas en el darien y en otros rumbos son victimas de organizaciones que los explotan,tristeza,migracion
has probado alguna vez los helados de teta en santiago de una venezolana lleva adelante tetis mia un emprendimiento con el que refresca paladares hoy vende tambien tinitas y vasos grandes,alegria,migracion
a esos venezolanos que son victimas de xenofobia deben plantarse con fuerza y denunciar para algunos imbeciles la migracion venezolana genero un caos en la region pero es totalmente lo contrario porque esa migracion favorecio el crecimiento economico de muchas naciones,ira,migracion
natasha una que se identifica en twitter como psicologa que vive en celebro lo que considero una bendicion tras esperar ocho meses por su venezolano te contamos su experiencia,alegria,migracion
la desgracia que los venezolanos pasan en el tapon del darien es en definitiva otro logro de la robolucion,tristeza,migracion
un hombre oriundo del estado zulia fallecio atravesando la selva del darien con este ya son 11 los migrantes venezolanos que fallecen en la travesia en lo que va de 2022,tristeza,migracion
que no hubo un filtro para controlar la migracion venezolana y ahora tenemos ese problema ademas es triste que los que si vienen a trabajar sean estigmatizados por culpa de esos ladrones extranjeros,tristeza,migracion
la gente que se va hoy del pais se va en avion como en veneuzela hace 20 anos hoy los venezolanos pobres se van a pie de su pais cruzando el darien mamertos brutos hijueputas,ira,migracion
cuatro migrantes venezolanos murieron la ultima semana en la selva del darien,tristeza,migracion
darien la selva infernal en la que el regimen sigue sepultando a cientos de venezolanos desesperados por escapar,tristeza,migracion
hay que equilibrar las cosas hablan de venezuela por aumentos compulsivos si pero no puede ser que el salario minimo de una persona asi como las pensiones sean de 12 que desean una migracion como la venezolana,ira,migracion
documentese bien y no pase por ignorante la migracion venezolana comenzo en el 2000 apenas llegado chavez al poder y se acentuo en el 2013 luego de que maduro fue puesto en el poder las sanciones no fueron si no hasta el 2016 y fue contra personeros del gobierno no del estado,ira,migracion
una de las tantas cosas positivas que trajeron la migracion colombiana y venezolana son las arepas gracias hermanas y hermanos,alegria,migracion
lloran por migracion venezolana pero no les interesa la cagada que hay en la araucania como los joden con los servicios agua luz etc eso es lo que hacen los medios llenarlos de odio para q no vean la realidad,ira,migracion
si usted considera mediocre a un tipo que ha logrado exito como empresariochuta que pensara del correa el arauz y el resto de la banda q sumieron a todo al pais en la corrupcion y ellos si en la mediocridadlo de la verborreaes la verdadla migracion venezolana lo demuestra,ira,migracion
el principal componente de la cocaina como pueden titular que fueron migrantes y en la noticia se establece que fue un grupo guerrillero una gran irresponsabilidad esto es lo peor en cuanto a titulo que he visto y que perjudica enormemente a la migracion venezolana,ira,migracion
los venezolanos sufren cada vez con mayor dureza el impacto de la pandemia del covid19 en trinidad y tobago donde el desempleo golpea con mayor virulencia a los extranjeros entre los que destaca precisamente la colonia venezolana,tristeza,migracion
la venezolana zuleika lopez fue amenazada en varias oportunidades por carlos soto quien decidio matarla en el hombre aparentemente se quito la vida luego del crimen reportan medios locales,tristeza,migracion
