comment,sentimiento,tema,politica,migracion
jajajaj que bello el baile de hipocresia que hay en la asquerosa politica venezolana de hoy es de pelicula,0.0,politica,1,0
me imagino que al ver estas imagenes los eruditos de la politica venezolana diran q ivan duque y alvaro uribe son unos traidores vendidos alacranes cohabitadores y colaboracionistas les informo que esto es politica y buscan lo mejor para colombia ojala y siguieran su ejemplo,2.0,politica,1,0
si usted cree que puede hacerse politica con criminales y narcotraficantes o aprendio que es legitimo hacerlo asi la del problema es usted y no los que critican a los colaboradores de la oposicion venezolana algunos todavia demuestran tener principios eticos,2.0,politica,1,0
hay amigo juan guaido estas piche lo que haces es decir y hacer boberias no creo que logres ni mover a una migaja parte de la poblacion venezolana para darte un voto de confianza no pierdas tu tiempo que de verdad no tienes vida politica tendrias que volver a nacer,2.0,politica,1,0
este es el personaje mas inutil de la politica venezolana por mi madre que nadie lo conoce parece una estatua no hace nada todo lo hace lacava que es otro inutil por andar sinverguenciando a esta basura,2.0,politica,1,0
la politica opositora venezolana esta en una situacion tan empatanada tan limitada por la accion oficialista ha quemado tantos lideres que ya no sorprende nada,5.0,politica,1,0
el estado venezolano fue tomado por un credo fanatico si el chavismo pierde una eleccion saca a sus motorizados amenaza despluma oficinas retarda el conteo de votos inventa otra eleccion la politica venezolana de convirtio en un gallinero ahi estan chile y uruguay,2.0,politica,1,0
asi son los juegos de la politica venezolana ahora entiendes porque tantos emigramos nos cansamos de que jugaran con nuestras esperanzas esto es otro show mas,5.0,politica,1,0
jajajaja soy venezolana no ni aqui ni alla ni en colombia ni en argentina seras perseguido por tu inclinacion politica convertirse en clandestino es lo que toca,2.0,politica,1,0
un desastre una calamidad improvisacion sin politica de salud y una gran mentira ha resultado el supuesto plan de vacunacion que anuncia el gobierno declaro el presidente de la federacion medica venezolana fmv douglas leon natera,5.0,politica,1,0
esta senora no tiene el minimo sentido de lo q es la politica no sale de un error para inmediatamente caer en el siguiente ad es la gonorrea d la politica venezolana metidos en cuanta conspiracion hubo medina angarita perez jimenez gallegos cap entre otros sus victimas,2.0,politica,1,0
jejejejeje todos dicen lo mismo jejejejeje esta clase politica venezolana y su narrativa heroica,0.0,politica,1,0
veo en webcindario ghana sembrara 5 millones de arboles no es nada venezuela creo 23 bosques estadales que se sembrarian con las penalidades de infractores ambientales pero no preguntes cuantas ha se sembraron no seas inocente la elite politica venezolana sufre de decretoragia,2.0,politica,1,0
hay que votar por el pero para que desaparezca de la politica venezolana esa generacion politica a la cual pertenece ese cono no debe tener participacion alguna en una futura transicion en venezuela esa generacion demostro que no sirve para un cono,2.0,politica,1,0
la oposicion venezolana decente deberia estar consciente que no recibiran una accion politica de parte de una organizacion criminal con delincuentes no existen acuerdos posibles,2.0,politica,1,0
buen dia cafe notirumbos retuiteando y leyendo la prensa venezolana noticias 12072022 politica migraciones peligrosas economia erdogan viene por lo suyo social si hay burundanga si a la paz saludos cordiales,0.0,politica,1,0
los ninos en colombia mueren por desnutricion hace mucho y no es por la migracion venezolana la guajira choco narino etc ven morir a sus ninos de hambre por falta de agua potable atencion en salud etc que impotencia escuchar este gobierno desalmado,5.0,migracion,0,1
deja de mentir de verdad ya es enfermo cuentanos donde esta la expropiacion de los fondos en otros candidatos boric en que linea y capitulo del programa a parte de la migracion venezolana q es culpa de boric y ahora los fondos son para su programa,2.0,migracion,0,1
es cierto pero tambien hay que prestarle atencion a los ninos cubanos y venezolanos que han perecido tanto en la selva del darien como en el rio bravo en mexico nadie deja su hogar para arriesgar la vida de sus seres queridos sin una razon de peso,5.0,migracion,0,1
un grupo de migrantes compartio en redes sociales el momento en el que cruza un rio del con ayuda de una cuerda durante el ano 2022 se han reportado al menos 10 muertes de venezolanos que atravesaban la selva,5.0,migracion,0,1
la migracion colombiana hacia venezuela y paises vecinos entre los 80 y 90 fue mas o menos similar a la venezolana en terminos de cantidad movilidad y estampida jeje solo q en los 80 y 90 no habia rrss y los medios de comunicacion no eran tan incendiarios,5.0,migracion,0,1
en vivo psic mireya lozada en la migracion venezolana la cuenta la historia mundial donde se basan en todos ese procesos migratorios que viven los paises ya sea por conflictos belicos emergencia precariedad y hambruna,5.0,migracion,0,1
es un asunto de plata el negocio de la migracion venezolana es super rentable para los que se benefician con los contratos lo que quiere decir en realidad la vp es que quieren mas platica,2.0,migracion,0,1
morir ahogado o ser presa de trafico humano en las aguas que conducen a trinidad y tobago o sucumbir por frio e inanicion en la frontera entre bolivia y chile tambien son parte de las historias de la migracion venezolana,5.0,migracion,0,1
picados regimen acuso al responsable del acnur de abultar cifras sobre la migracion venezolana y le pidio no usar el tema para fines politicos,2.0,migracion,0,1
todo el pc y sus simpatizantes ya votaron x boric para ganar hay q hablarle a otro tipo de votantes lamentablemente la derecha y la dc con ayuda de la migracion venezolana y los medios de comunicacion instalaron un anticomunismo injusto insisto no verlo no hara q desaparezca,2.0,migracion,0,1
crisis migratoria en la selva del darien en la busqueda de una mejor calidad de vida miles de migrantes venezolanos atraviesan la selva para lograr su travesia hasta eeuu peroque sucede realmente en esta zona amplia la noticia en nuestro portal web,5.0,migracion,0,1
claro por eso los inmigrantes venezolanos haitianos cubanos y hasta africanos se arriesgan a atravesar el darien con tal de continuar su ruta a usa o tambien pretendes negar esa verdad,2.0,migracion,0,1
contrario a lo que se veia en espana con una inmigracion venezolana mayoritariamente de clase media esta llegando una oleada proveniente de sectores populares curiosamente casi todos vienen de peru en segunda migracion a que no adivinan quienes son aqui los mas xenofobos,2.0,migracion,0,1
que ironico tu tw porque eres venezolana y tambien te fuiste a chile al generalizar tambien te incluyes en esa migracion que agarro pais por moda se puede usar parte de la migracion,2.0,migracion,0,1
la xenofobia nos esta llevando a este punto de rechazo este tweet me dolio hasta el alma hijueputa todo aquel que tilda a la migracion venezolana como una pesadilla e incentiva esta estupida xenofobia,2.0,migracion,0,1
esos son colombianos que chavez los saco de su pais no son venezolanos migrando aunque sabemos que es un echo la migracion venezolana esas imagenes no tienen un contexto correcto,2.0,migracion,0,1
conoce estas cinco desgarradoras historias de migrantes venezolanos que sufrieron en la selva del darien,5.0,migracion,0,1
su madre y su abuela le dieron el empuje en su valencia natal hoy a los 27 anos la venezolana karla alvarez esta al frente de templo sushi su propio restaurante en la capital de,0.0,migracion,0,1
mas de 1500 migrantes venezolanos pasaron por la ruta migratoria de la muerte del darien,5.0,migracion,0,1
todo lo que ocurre con respecto a la huida de un grupo de venezolanos por el darien me tiene sin encontrarle sentido a eso el riesgo es demasiado alto por que lo hacen,2.0,migracion,0,1
diputada lozano pide a comunidad internacional coordinar esfuerzos para evitar que mas venezolanos sigan muriendo en la selva del darien,5.0,migracion,0,1
la migracion venezolana exacerbo esa infame practica,2.0,migracion,0,1
los chilenos son unos arrogantes prepotentes con la mala experiencia de allende con minuscula a proposito el martirio y la migracion venezolana y la mas que evidencia del fracaso castro comunista cubano escogen otro fracaso comunista para que los lleve a la miseria,2.0,migracion,0,1
violencia ejercida contra cualquier migrante es inadmisible fui migrante por decadas pero el problema de la migracion venezolana ya afecta muchos paises y no se resolvera admitiendo sin mas a los que ya estan aqui flujo persistira mientras la causa persista en venezuela,5.0,migracion,0,1
el colombiano colombia recibe prestamo para apoyar la migracion venezolana de mal en peor definitivamente esto es lo peor q no ha podido pasar a traves de,5.0,migracion,0,1
burlandote de los venezolanos que mueren en la selva de darien oye que bien lo haces,2.0,migracion,0,1
que belleza tocayo los 3 primeros parrafos son pluma fina excelente prologo de cualquier libro de migracion venezolana,0.0,migracion,0,1
definitivamente como se le nota el fanatismo chavista anormal repiten lo que dise maduro y cabello puede explicarme cual de las sanciones de estados unidos es la que impulsa la migracion venezolana una sola sancion que sea culpable de los salarios de esclavo,2.0,migracion,0,1
esta situacion de venezolanos desaparecidos en chile colombia peru sudamerica entera en situacion de calle anoche leia de un padre con sus hijos solicitando albergue en santiago otros cruzando el darien todo esto desgarra el alma de los seres sensibles hasta cuando,5.0,migracion,0,1
tarek william saab mientras colombia recibe grandes cantidades de dinero para supuestamente brindar apoyo a la migracion venezolana en ese pais los venezolanos son maltratados discriminados asesinados y desaparecidos,5.0,migracion,0,1
idiota ese mcastro hay muchas situaciones en la migracion venezolana primero politica maneja desde la derecha y los eeu la migracion ecuatoriana por el feriado bancario y la de hoy tiene otra connotacion de silencio ayer y hoy,2.0,migracion,0,1
muere venezolana de siete anos en rio bravo cuando intentaba cruzar con su mama,5.0,migracion,0,1
esto no es casualidad si no que causalidad mafias extranjeras tomando las calles dos pistoleros detenidos uno colombiano y otro venezolana esto nunca fue migracion fue invasionuna maldad nunca vista propiciada por y,2.0,migracion,0,1
mas de 10mil venezolanos han pasado por la selva del darien y te aseguro que a ninguno le dieron alguna ayuda por parte del gobierno interino y la diferentes organizacion que recibieron dinero para mitigar la diaspora venezolana,5.0,migracion,0,1
caballo de troya usan a los pobres migrantes para colar sus agentes y crear descontento en los paises receptores asi le hicieron a chile peru y colombia con la migracion venezolana,2.0,migracion,0,1
la migracion a sido una tragedia para la poblacion venezolana semejante a una guerra de 4ta generacion,5.0,migracion,0,1
bienvenidos al banquete de mierda colombia es el pais y sus habitantes que mas claro deben conocer de la inmensa migracion venezolana las efectos del socialismo narco guerrillero buen provecho,2.0,migracion,0,1
lamentablemente el malandro de cuello blanco de tu jefe aguaido no lo entiende asi para el la migracion venezolana ha sido un negocio lucrativo que la ha generado muchos recurso los cuales se ha robado,2.0,migracion,0,1
senor presidente pero si le quedo grande manejar la migracion venezolana la cual ha generado caos e inseguridad como va a manejar la afgana,2.0,migracion,0,1
en eso de acuerdo pero seguro que maduro ad portas de elecciones ofrecio algun tipo de solucion para la migracion venezolana bueno mando a alguien de su nivel delincuente aunque coincido nombramiento innecesario se podia seguir con consul y embajada que no se cerro,2.0,migracion,0,1
el uso del derecho sancionador migratorio como parte de la respuesta institucional a la migracion venezolana no resuelve nada en una frontera tan porosa y gigantesca esto es un uso barato y xenofobico de un instrumento legitimo del estado para hacer proselitismo del peor tipo,2.0,migracion,0,1
vamos a guerrear venezolanos salvan a una mujer que fue abandonada en la selva del darien video,5.0,migracion,0,1
totalmente algunos venezolanos en usa estan preocupados por el tipo de migracion venezolana que esta llegando en su mayoria muy pobres y otros de costumbres dudosas en las migraciones masivas sale lo bueno y lo malo de un pais nadie sabe que pasara pero igual no los quieren,2.0,migracion,0,1
irse por el darien es una locura pero otra cosa es la reaccion de venezolanos clasistas que hacen rechazo a las personas que llegan por ese medio men aqui todos somos inmigrantes no importa la puta forma en la que llegamos ojala algun dia seamos una comunidad unida,2.0,migracion,0,1
no caigas julio borges dijo que la migracion venezolana es una plaga es falso,2.0,migracion,0,1
10 migrantes venezolanos han muerto en la selva del darien entre enero y julio de 2022 la principal causa de nas muertes han sido infartos luego inmersion via,5.0,migracion,0,1
la importancia que los peruanos vivieran tan de cerca la migracion venezolana en nuestro pais me parece que ha sido parte radical en la campana como para que la gente prefiera que nos presida la lideresa de una mafia antes que una propuesta de inclinacion comunista,2.0,migracion,0,1
a mi esos videos de venezolanos en la selva de darien me parece como falso parece un realliti no se,2.0,migracion,0,1
por favor solucionen a favor de la familia venezolana alonzo leuche a quienes se les denego el embarque injustificadamente necesitan viajar urgente caso211204001044 migracion argentina confirma que cumplen con la normativa covid19el 2122021,5.0,migracion,0,1
no paran las historias de los horrores que vive la gente en el darien y a pesar de eso aun a sabiendas de que en ese trayecto hay altisimas probabilidades de muerte violaciones o violencia los venezolanos siguen arriesgandose por que,5.0,migracion,0,1
la maldicion del peru en la primera ola fue la migracion venezolana que propago el virus desde ecuador por todo el pais la segunda ola los haitianos y demas desde el brasil,5.0,migracion,0,1
una chica venezolana y una chica argentina en espana ambas profesionales universitarias asi son sus videos y asi viven su migracion mientras una se siente menospreciada y minimizada la otra se siente feliz y agradecida de la oportunidad sean mas como la chica argentina,0.0,migracion,0,1
de manipulacion y enganos uno por intereses economicos de las mafias que tienen el trafico de personas dos por intereses politicos de sectores ligados al interinato se justifica la migracion venezolana por las razones que sea lo que no se justifica es la forma improvisada en,2.0,migracion,0,1
en solo una semana han muerto cuatro venezolanos cruzando la selva de darien entre ellos una nina,5.0,migracion,0,1
y que diablos tiene que hacer ello con las decenas de miles que nunca llegaron asi al peru desde la migracion en masa venezolana antes solo operaban narcos como delincuentes de alla ahora hay hasta bandas delincuenciales enfrentadas a las venezolanas lee noticias,2.0,migracion,0,1
asi es el via crucis de los venezolanos que desafian la muerte en medio de la peligrosa selva de darien persiguiendo una nueva oportunidad de vida para ellos y sus familias,5.0,migracion,0,1
al menos la migracion venezolana es un fenomeno relativamente nuevo en cambio veremos otro exodo peruano solo que mayor al de epocas pasadas lastima nada que aprenden en peru,5.0,migracion,0,1
al menos 13 migrantes venezolanos han muerto en la selva del darien durante este 2022,5.0,migracion,0,1
es que a los zurdos chilenos no les gusta la migracion venezolana porque le echan el cuento a la gente de que se trata la comunismo,2.0,migracion,0,1
de que les vale ir a un pais del primer mundo si llevan un rancho en la cabeza esos no construyen una casa ni que le regalen los bloques he visto 3 documentales del darien y todos los venezolanos entrevistados son mal hablados tipo malandro,2.0,migracion,0,1
a la deriva migracion venezolana y la salud mental la informacion de la imagen adjunta fue tomada de este articulo el tema de la salud mental en venezuela es grave 45 de los 48 hospitales psiquiatricos estan arruinados y colombia como hace,5.0,migracion,0,1
denuncian que mas de 70 migrantes venezolanos estan desaparecidos en la selva del darien,5.0,migracion,0,1
la llegada de afganos al pais es otra muestra del desprecio que el presidente duque siente por su pueblo y su paissiempre ofreciendo todo lo que este en contra de los colombianoscomo estar auspiciando esa migracion venezolanaque en muchos lugares ya supera a los nacionales,2.0,migracion,0,1
un absurdo no se puede pretender que la actual migracion venezolana venga con contrato de trabajo es desconocer la realidad el camino es otro al que le interese puede leer este documento que ahora es publico,2.0,migracion,0,1
si vamos a decir que la migracion venezolana es abismante y catastrofico de mas de 5 millones que arrancaron entonces digamos claramente que el origen es la dictadura miserable de maduro,2.0,migracion,0,1
un dia especial que debe repetirse en todo el ano para garantizar desarrollo pleno de futuras generaciones no es posible tener un indolente y criminal permitiendo que mueran venezolanos entre ellos ninos en la selva de darien por buscar un mejor destino,5.0,migracion,0,1
atrapada en por la demora en la entrega del una venezolana con doble nacionalidad solicita al director del saime poner fin al calvario que padece para regresar a donde vive hace 18 anos,5.0,migracion,0,1
si 400 venezolanos se unen para atacar cualquier problema lo cumplen muy dificilmente tendrian muchos problemas si estan unidos pero si se desunen los mas debiles seran afectados que cosa si maduro renuncia hoy no veremos mas venezolanos enfrentar el riesgo como darien,5.0,migracion,0,1
en que pais vive este engendro que no es capaz de reconocer que la migracion venezolana es consecuencia de la dictadura de maduro pinera se refirio a una inmigracion ordenada y legal no llamo a que los venezolanos vinieran ilegalmente,2.0,migracion,0,1
para que una sede nueva si como facultad no han contribuido con su rol de educacion durante la pandemia pospsndemia migracion venezolana globalizacion salud y discusiones reforma sistema de salud han perdido protagonismo una facultad que no aporta a la sociedad que triste,5.0,migracion,0,1
estoy gozando un puyero con el lloriqueo de los paises latinos con la migracion venezolana esos no eran los que decian que el problema venezolano era solo nuestro creo que ya no piensa igual,2.0,migracion,0,1
cosas bonitas que ha traido la migracion venezolana a las calles en colombianoten el vendedor de vive 100 llevo el ritmo en su mano todo el tiempo hace unos dias vi tambien un man con violin tipo 6am tocandole a unos abuelitos haciendo fila por medicinas,0.0,migracion,0,1
a se le estallaron todas las crisis el carrasco metrolinea el espacio publico la venta ambulante la escasez de vivienda vis el agua veredal el habitante de calle la migracion venezolana etc,5.0,migracion,0,1
en mis manos del otro lado del rio de un libro que recoge cronicas sobre la migracion venezolana en colombia y que fue escrito por venezolanos colombianos y una espanola ayer pude escuchar a sus autores y mostraron a piel viva las emociones de haberlas escrito,0.0,migracion,0,1
por lo general me fastidian las canciones de los ultimos anos sobre la migracion venezolana pero me conmovio y me dio en la fibra este video de frank sinatra como venezolano lo agradezco,5.0,migracion,0,1
como siempre este gobierno delincuentecon su yo no fui fueron ustedes quienes auparon y alentaron la migracion venezolana al huir de un gobierno miserable y cuanto beneficio se han robadohasta los dolares de todos los venezolanosy no se cansan de robar dolares chavestia,2.0,migracion,0,1
a veces pienso que todo esto de la migracion venezolana es un complot para que el mundo entero conozca la arepa luego recuerdo que todo es culpa de los mmgvos chavistas y se me pasa,2.0,migracion,0,1
en la izquierda chilena despues de alabar y defender al chavismo por anos ahora dicen que la migracion venezolana a chile se debe a una invitacion de pinera no porque su ideologia de mierda sea la misma que desato la peor crisis en la historia de venezuela hipocritas hp,2.0,migracion,0,1
nosotros no migrabamos hasta que aparecio el grupo de lima y la oposicion venezolana pidiendo sanciones y bloqueos es decir estimularon la migracion pero solo en venezuela hay 6 millones de colombianos imaginate los que estan regados en el mundo,2.0,migracion,0,1
sobretodo a los venezolanos de bien hoy muy contento con el resultado de ayer,0.0,migracion,0,1
lo mas triste de la migracion venezolana es que no se van a ir,5.0,migracion,0,1
mano conocieron las jordan despues de la migracion venezolana y van a querer frontear jajajaja que sneaker heads van a estar siendo si un malandro en caracas sabe mas de zapatos que cualquiera,2.0,migracion,0,1
yo recuerdo q cuando vinieron los colombianos no aumentaron las tazas d robo ni desempleoquizas cuando vinieron los cubanos pro dsd la migracion venezolana la vida d todos ha cambiadoel alcalde d hace anos incluso les dio trabajo a ellos q a los quitenos,5.0,migracion,0,1
se ve que los canales de uruguay 410 y 12 no se enteraron que chile esta viviendo un caos con la migracion venezolana en su mayoria delincuentes que segun los chilenos maduro saca de las carceles y se los manda por el norte los camioneros de paro por el asesinato de un chofer,2.0,migracion,0,1
a traves de redes sociales se han reportado casos de venezolanos que son encontrados muertos en la selva del algunos debido al cansancio que les ocasiona el trayecto mientras que otros sufren accidentes ingresa y amplia esta noticia,5.0,migracion,0,1
en san andres hace un mes protestaron porque estaban llegando hermanos venezolanos esta claro que es de menos riesgo cruzar por la isla a centroamerica que cruzar la selva del darien su destino es estados unidos no les interesa quedarse,2.0,migracion,0,1
no tienen idea con quienes tratan hoy en dia toda la lacra migratoria trajo a chile mucho mas violencia porque llego lo peor de la migracion y siguen sumando la delincuencia venezolana el narcotrafico colombiano y el terrorismo son partes de los padres de las nueva violencia,2.0,migracion,0,1
este vil y criminal acto corresponde a una politica de estado del gobierno de esa isla hacia la migracion venezolana de no ser asi sus autoridades no se ensanaran con tanto odio hacia las personas que huyen del socialismo que dios me perdone pero pagaran caro por eso,2.0,migracion,0,1
la migracion venezolana es hermosa,0.0,migracion,0,1
llego el viernes y con ello te invitamos a conocer la migracion venezolana a traves de los sabores de su gastronomia te lo contamos en con recetas incluidas,0.0,migracion,0,1
jajaja soy venezolano enamorado de una hermosa chilena tengo harto tiempo aqui pero esta mediocre para que sepan es la venezolana mas fea de toda la migracion la cara se mono esa jajajajajajaja las mujeres bonitas y educadas no les hace falta nacionalidad,2.0,migracion,0,1
no soy partidario de culpar a personas de una nacionalidad especifica por la terrible situacion de delincuencia sin precedentes que vive el paispero hay que aplicar filtros mas severos a la migracion venezolanapor el bien de los venezolanos que quieren trabajar honestamente,2.0,migracion,0,1
la crisis que ha habido en mi pais en los ultimos 8 anos ha traido dos consecuencias importantes 1 la migracion de cientos de miles de venezolanos a muchos paises todos llevando sus costumbres y conocimientos sobre la arepa venezolana,5.0,migracion,0,1
se convirtio en la alemania nazi del siglo xxi me genera gran preocupacion pues esto genera estigmatizacion elevara sin duda la generando dificultades de empleabilidad atencion social atencion en salud e integracion social de la,5.0,migracion,0,1
mas de 70 venezolanos estan desaparecidos en la selva del darien a traves de,5.0,migracion,0,1
para los q aun tienen dudas de lo perversa q es la ideologia comunista q muchos resentidos incapaces descerebrados quieren imponer en chile usando a ignorantes la muerte es una maestra que vino de la habana relatos oscuros de la migracion venezolana,2.0,migracion,0,1
trinidad y tobago lamentablemente tambien ha sido un obstaculo para la migracion venezolana y un problema de la region hemos visto como a comienzos de ano hubo muchas denuncias sobre trata de blancas,5.0,migracion,0,1
un tragico accidente en dejo como resultado que la venezolana iris dayana mendoza garcia de 19 anos perdiera sus piernas tras ser arrollada por un tren ingresa para mas detalles,5.0,migracion,0,1
los venezolanos sabemos que no hay salida pacificani electoral es por eso que estan arriesgando su vida al cruzar darien,2.0,migracion,0,1
igual el peruano no es xenofobo son las circunstancias especiales de la migracion venezolana diganos que llegaron en mal momento,2.0,migracion,0,1
ella dijo limpiar las calles y si de tanta rata venezolana que hay aqui en este pais aqui de por si ya hay ladrones y con esa migracion cero calificada peor,2.0,migracion,0,1
cuatro migrantes venezolanos fallecieron en la ultima semana intentando cruzar la selva del darien en la frontera colombopanamena,5.0,migracion,0,1
venezolanos murieron por inmersion en rio cerca del darien,5.0,migracion,0,1
y quienes estan hablando de esto nadie ni la oposicion de peru ni el gobierno o lo que queda de guaido la migracion venezolana en peru esta en riesgo peru esta en riesgo o nos unimos y abogamos por todos o vamos a terminar todos mal,2.0,migracion,0,1
se tardo pero salio una disociada guaidiota a limpiarle la cara al asesino de ninos quien dijo que la migracion venezolana era una plagay ahi estan los resultados,2.0,migracion,0,1
acnur y oim alertaron del notorio incremento de migrantes venezolanos q cruzan la region del tapon del darien zona selvatica una de las rutas mas peligrosas del mundo q expone a peligros naturales y a grupos criminales en los 1ros meses de 2022 unas 2500 personas han cruzado,5.0,migracion,0,1
abuelos que crian a los hijos de la migracion venezolana nancy ramirez abuela venezolana lucha diariamente para sobrevivir en venezuela junto a su nieto quien padece una condicion especial,5.0,migracion,0,1
casi toda latinoamerica nos ha dado palos por suerte aunque su situacion politica camina por una cornisa ningun gobierno argentino ha sido cerrado a la migracion venezolana,5.0,migracion,0,1
de casualidad se encontraron con venezolanos en el camino tambien pueden acercarse a iquique chile hay que tener etica no pueden seguir negando la migracion venezolana no pueden mostrarcriticar lo negativo de otros paises y ocultar nuestros problemas que son muchos,2.0,migracion,0,1
el nacionaltrino marquez la tragedia de los venezolanos en el darien demuestra que venezuela no se arreglo,5.0,migracion,0,1
cuerpos de salvamento mexicano hallan el cadaver de una nina venezolana quien con su madre buscaba atravesar el rio bravo que separa a eeuu de la nacion mexicana el instituto mexicano de migracion dio aviso y lamento la muerte de la pequena,5.0,migracion,0,1
respeto a los venezolanos y su decision de abandonar el pais pero hacerlo por la selva del lean investiguen e indaguen antes de tomar esa decision desesperada,2.0,migracion,0,1
el servicio nacional de migracion de panama informo que varios migrantes murieron ahogados en un rio en la selva del darien el pasado 8 de agosto entre las victimas hay venezolanos y colombianos aunque no se detallo el numero,5.0,migracion,0,1
de resto la educacion el sistema de salud y por ultimas las condiciones laborales cada vez mas se privatiza se concentra a aquellos que poseen algo de capital de resto esa derecha sigue cometiendo las mismas cagadas de siempre y no es culpa de la migracion venezolana,2.0,migracion,0,1
rt en la ultima semana hemos confirmado el fallecimiento de 4 migrantes venezolanos en la selva del darien y una refugiada en la frontera de bolivia con chile el deslave humano continua 1700 venezolanos siguen huyendo del pais diariamente esto no se puede nor,5.0,migracion,0,1
no toda la migracion venezolana es mala hay varios chilenos feos que se buscaron un veneco joven y bonito para amarlo y mantenerlo para siempre,5.0,migracion,0,1
las imagenes de darien son realmente dantescas no soy quien para juzgar en ningun sentido nadie absolutamente nadie sabe el desespero la carga o lo mal que lo pasan algunos venezolanos mas alla de que sea algo politico social moda o simplemente ganas de salir del pais,2.0,migracion,0,1
no hay necesidad de incendiar y humillar para afrontar y resolver problemas tan graves como este migracion venezolana es una hemorragia incontenible que agobia el continente desgraciadamente no tiene solucion real aqui mientras no haya solucion alla para causal de la diaspora,5.0,migracion,0,1
toda soacha en manos d la delincuencia venezolanala alcaldia nunca nos pone atencionpor el contrario ha sido permisivo con este desorden e inseguridadmigracion colombiadurmiendo,2.0,migracion,0,1
q obsesion la de este palangrista con los semaforos el pais se puede estar quemando en ruinas venezolanos muriendo en el darien corrupcion galopante ancianos y ninos muriendo desnutridos etc este personaje no se entera lo unico q le interesa es q no nos comamos la luz,2.0,migracion,0,1
biden envia 861000000 para centroamerica para abordar las causas de origen de la migracion hacia los eeuu ten cuidado viejito y no les pase lo que les paso con la oposicion venezolana oligarquias invirtiendo en pueblos si luis,2.0,migracion,0,1
porqueria de migracion venezolana,2.0,migracion,0,1
buenos dias pueblo chavista ya tomaron cafe para los vecinos en azul migracion colombiana a venezuela en rojo migracion venezolana a colombia 19702021,0.0,migracion,0,1
devastador cruzar la selva del se ha convertido en una travesia mortal para migrantes quienes en la busqueda del se arriesgan a vivir una pesadilla en ese bosque asaltos asesinatos y abusos sexuales son algunos de los riesgos,5.0,migracion,0,1
tengo una duda las mas de 3000 ong de las esposas de enchufados y falsa oposicion hasta cuando tendran pensado seguir chupando como parasitos de la migracion venezolana las ong no deberian estar en venezuela deberian estar en el tapon del darien en el atacama,2.0,migracion,0,1
cientos de migrantes de distintos paises arriesgan sus vidas a diario al intentar llegar a traves de la selva del darien a eeuu esta selva comunica colombia con panama y de ahi a centro america unos 76 venezolanos estan desaparecidos en la selva del darien segun informaron,5.0,migracion,0,1
por ingresar al territorio guatemalteco de manera irregular 36 personas de nacionalidad de venezolana y colombiana fueron trasladadas al instituto guatemalteco de migracion luego que fueran localizadas en la ruta hacia la frontera agua caliente esquipulas chiquimula,5.0,migracion,0,1
si desde el 2018 y ya la economia venezolana estaba vuelta mierda ha pero ellos tienen petroleo al menos el 80 de la migracion se dio entre 2016 y 2017 sigue rogando por migajas a tu gobierno en el mundo libre no hacemos eso,2.0,migracion,0,1
l milagro arevalo una madre se encuentra pidiendo ayuda para costear los gastos de de los restos de su hijo quien fallecio en y lleva 20 dias en la morgue ingresa en el enlace para leer los detalles,5.0,migracion,0,1
por y no comienzan ayudando a los desesperados que toman el tren del sur o el tapon del diciendoles como cono hacen para salir full de dolares y con boleto de primera clase si la ayuda humanitaria era para ayudar humanos venezolanos,2.0,migracion,0,1
fico se gasta su tiempo no contesta y ataca a petro nunca supimos que haria con la migracion venezolana,2.0,migracion,0,1
ojala no se presten para los jueguitos y trampas de maduro para seguir empobreciendo a la gente venezolana q llevan la peor migracion en este siglo,2.0,migracion,0,1
un poco de venezolanos pendejos arriesgando la vida en el tapon del darieny quienes los convencieron de emigrar solo andan pendientes del tapon de la champana que beben paseando por europa,2.0,migracion,0,1
corrientes de izquierda venezolana chavismo unas descubrieron en 2020 los malos salarios en el gpp otras eliminaron el voto indigena otras eliminaron los referendums otras niegan la migracion otras gustan de echar migrantes otras de represion brutal otras de la censura,2.0,migracion,0,1
sobre todo sin avaricia vaya y vea como viven los enchufados vaya y vea como roban descaradamente los funcionarios publicos de alto rango ponga otro ejemplo que los altos niveles de migracion venezolana no son por gusto no porque todo el pueblo viva bien,2.0,migracion,0,1
estas equivocado la migracion venezolana se acentuo en el 2015 luego de aproximadamente 15 anos de chavismo se protesto murieron muchas personas encarcelaron a inocentes desaparecieron a otros y se cometieron graves injusticias al gobierno le dio igual por eso salieron,5.0,migracion,0,1
claramente no todos estan aca por suerte pero el echo que ud sea una excepcion no quita que lo peor se vino a chile en esto lo unico tonto fue la invitacion de pinera que convirtio la migracion venezolana en una plaga y espero que el presidente boric pueda controlar,5.0,migracion,0,1
a parte de todo lo q tienen q pasar x darienla larga caminata a eeuu y luego atravesar rio bravo aqui les dejo el relato d una venezolana en miami no m interesan politicos de ninguno de los bandos solo q no mueran mas venezolanos solo eso traduzcan,2.0,migracion,0,1
en venezuela tenemos muchas familias chilenas que llegaron huyendo de pinochet y tienen educacion saludalimentacionetc la migracion venezolana fue promovida por duquepinerabolsonaroleninpor ordenes de sus amos del norte para desestabilizar nuestro pais,5.0,migracion,0,1
mas los 100000 que tuvieron que emigrar ojalq lo transmitan desde todas las plazas del mundo,5.0,migracion,0,1
