tweet,sentimiento
😱😱😱🤯🤯🤯 presentación oficial este jueves,Muestras/miedo
"porque sabe que es el porcentaje que le toca como ganancia de lo que , le dejamos que nos robe , carajo no se le puede dar otra explicación ,que hace la nueva an ???!!!!!😖😖😖",Muestras/miedo
sera que si estamos preparados para otra final de libertadores boca v riber ? 😱😧😳 libertadoresxespn libertadores,Muestras/miedo
no puedo con el machismo de algunos hombres 😖🤮,Muestras/miedo
desde honduras al rescate😱! exentrenador de real españa toma las riendas del cruz azul de méxico. conoce los detalles,Muestras/miedo
"apenas años después de the matrix, parece que comienza a cumplirse la profecía que las hermanas wachowski tomaron como premisa para una de las películas más geniales de todos los tiempos la inteligencia artificial en contra de la humanidad... 😱",Muestras/miedo
no lo creo 😱,Muestras/miedo
"dolarvenezuela 😱😱 más del hoy, sabes porque inyección de dinero inorgánico al sector educativo de mm default de divisas por parte del bcv. presión de compra inflación estampida al como reserva, menor oferta!! en binance sobre los bs.",Muestras/miedo
personas de mis contactos en facebook cumplen este messs 😨😨😱 que estrés recordar y cumplir con todos!!! cumpleanos birthday,Muestras/miedo
no se ni que me da cada vez que escucho a alguien decir closer en vez de closet 😖,Muestras/miedo
"levanten la mano las mamás que esconden las crostatinas de guayaba a sus hijos para que no se lo coman😱 pd si te da pena comentar, dale like a este tweet y nadie se va enterar 😎",Muestras/miedo
omg 😱 esto no son cosas de dios 😔 mira pa eso,Muestras/miedo
"ese tipo debe ser descartado, busquese a otro pero que sea más gente, no un terrorista que solo piensa en armas, violencia, muerte, guerrilla los derechos humanos les importa un pito?! 🤬😤😖😠🤬",Muestras/miedo
creo que es primera vez en la vida que se me queda la billetera y casi casi me toca empeñarme 😰😰,Muestras/miedo
no se va del hasta cumplir su misión que es dejarlo bien hundido. 😖😖,Muestras/miedo
nunca es tarde para empezar. 😂 este alcalde se puso a trabajar y montar post de su trabajo en este su último año de gobierno. 😳será que quiere reelegirse? 😱😱😱. teamoperono de nuevo no. ene venezuelaunidayenpaz bandadeguaidó debe ir presos todos!! asídesimple es esto,Muestras/miedo
"no se que me duele mas, si el coñazo que me acabo de dar en el dedo pequeño del pie o que me dejes en visto por whatsapp😰😂",Muestras/miedo
dios mio que acabo de ver 😨 😍😍,Muestras/miedo
"me acompañó en sus últimas horas a hacer mis trabajos, así como se quedaba conmigo viendo pasión de gavilanes . te extrañaré michi 😖",Muestras/miedo
espera que ??? ninguno del desafiothebox pasó a la final en chiriguaná ?? a qué estamos jugando 😨😨😨 desafiothebox,Muestras/miedo
ayer vi el nuevo ep. de wandavison 😱😱😱😱,Muestras/miedo
"mario por acá te comparto el link de una página que podría ser muy útil para ti y para ampliar tu negocio, son gelatinas florales en d 😱😍 echa un vistazo al vídeo de gelatiadictos! tiktok",Muestras/miedo
cuenta regresiva días 😱,Muestras/miedo
"nones el único.. si ud va en contra de lo que ella diga, o no piense diferente, ese es el fin 😨😱",Muestras/miedo
gil manzano 😨😨,Muestras/miedo
que cansancio señor 😰😰😰😰,Muestras/miedo
😱 uyyyy ya estoy listo para ver esa secuela.,Muestras/miedo
ay no 😱 siento pena ajena massensatez,Muestras/miedo
que aguacero 😱,Muestras/miedo
😖ta largo eso jajaja,Muestras/miedo
😱día internacional de la diversión en trabajo qué? qué es esto? entérate en nuestro instagram,Muestras/miedo
lo qué pasó anoche 😱😱😱,Muestras/miedo
esa incertidumbre de si el nuevo se va a amañar o va a volver es horrible 😖😖😖,Muestras/miedo
"sorry, pero jack es lo más hermoso en este mundo😍😱",Muestras/miedo
quedó espectaculaaaaaar!! me encanta 😱😱.,Muestras/miedo
pensé que era sarcasmo pero cuando entre al perfil 😱😱,Muestras/miedo
pero qué son estos rempalagos😨😨😨😨,Muestras/miedo
"es increíble como la gente te puede ver en peligro y no hacen un ... está mañana saliendo de mi casa casi me roban, no sé cómo salí corriendo y gritando que me iban a robar y las pocas personas que estaban solo miraban. 😱😱",Muestras/miedo
y ya empezó otra 😱😂😂🤣🤣🤣,Muestras/miedo
"aldo rincón, líder de la investigación, en diálogo con , reveló detalles inéditos de este hallazgo 😱️",Muestras/miedo
super mal. 😱😱😱😱😱😱😱😱😱😱😱😱,Muestras/miedo
esos videos de enamoramiento y de cumpliendo meses me dan miedo. 😰,Muestras/miedo
susto😱,Muestras/miedo
verga no tenía el celular a la mano 😰,Muestras/miedo
😱no sabés donde estudiar marketingdigital?? te recomiendo muy buenos profes!!! excelente comunicación estés donde estés! online y presencial!,Muestras/miedo
yo en estos momentos viendo el partido de boca 😰😰😰😰,Muestras/miedo
maricaaaaaa 😱,Muestras/miedo
"gracias a años de mediocridad, desidia, destrucción, generación de miserias y narcocorrupción chavista, no aparecemos en ese mapa. aparecemos en los mapas de corrupción, violación de derechos humanos y pobreza extrema, ahí somos líderes ️😨️",Muestras/miedo
"día mi camino es contigo y de tu mano, amado dios️. como padre bueno quieres apartarme de lo que me lastima, de lo que aparentemente me hace bien pero solo extravía😰 mis pasos lejos de ti. te agradezco por ese amor, por tanta misericordia y por todas tus bendiciones.",Muestras/miedo
mi hija y yo acabamos de pasar el peor susto de nuestras vidas 😖 vi toda mi vida pasar en un segundo,Muestras/miedo
"amigos!! 😍 no lo puedo creer!! 😱 después de años en twitter, por primera vez logré estar en trending topic! 😍 alextiendaenvenezuela es tt en venezuela! gracias!! video",Muestras/miedo
quien puede decir pollajeria?? 😩😱solo un platense!,Muestras/miedo
😱😂😂😂😂😘 así es mi sra,Muestras/miedo
😱😮😲😯... y ..nadie pide explicación! todos en modo,Muestras/miedo
bichoooooo!!😱😱,Muestras/miedo
mientras estoy conectada a una reunión me llega un audio a whatsapp de minutos... 😱 ese cuento está bueno😁 reunión acabate rápido mama️,Muestras/miedo
"gente, ya vieron voces por netflix? recomendada al . últimamente el cine español me está gustando mucho. tremendo! 😱",Muestras/miedo
"man, hay tanto talento femenino en venezuela. solamente un poco de ayuda es lo que necesitan esos talentos. francamente, si se les brinda el apoyo necesario venezuela en años tendría mucha representación en norteamérica y europa. es así de real la cosa! 😖",Muestras/miedo
llego la hora 😱,Muestras/miedo
broo que el gym esta a dólares meses 😱. igual no puedo entrar hasta que me recupere de la lesión,Muestras/miedo
andaaaaa me imagino el susto 😨😠,Muestras/miedo
"ay, pero y este frío?😖",Muestras/miedo
verga. aquí dicen unas vainas q dejan en shock 😱 a cualquiera ️️️️,Muestras/miedo
hace rato no sentía tanta pesadez para despertarme temprano. me sonó la alarma más de veces 😱,Muestras/miedo
que es este frío tan hp?!! más o menos cuando se acostumbra uno otra vez? 😖️,Muestras/miedo
"tan linda yo, me jodo entrenando y llego a casa comiendo chocolate y azucaritas😖😅",Muestras/miedo
han pasado años...😖,Muestras/miedo
parrita es abogado? 😱,Muestras/miedo
mucha grosería. deberían prohibir esto en las redes. pol dios.😱...,Muestras/miedo
"jajajajaja me acuerdo esa pelea y verga... me cago porque nunca me había gritado 😨, pero... yo tipo misifu no me grites, no me grites 😮",Muestras/miedo
ya no quiero hacer tantos cambios... solo quiero ser feliz. 😖🤬,Muestras/miedo
"libertad, derechos humanos, régimen, dictadura, lilian, eres tú? 😱😱😱😱😱😱 devuélvemos a rafaela!",Muestras/miedo
"una vez en multiplaza, entrando al cine, se forma una pelea y mi exesposo y un amigo se meten y en el forcejeo rueda una pistola. 😱 casi me muero del susto.",Muestras/miedo
pero no hay que enamorarseeeee😖😖😖😖😖😖😖😖,Muestras/miedo
no soporto 😖,Muestras/miedo
si es más rico? 😱,Muestras/miedo
con la mía 😱,Muestras/miedo
a nivel nacional sucede eso 😱,Muestras/miedo
"vertale ese señor cumple el mismo día, mes y año que yo 😱 😳",Muestras/miedo
"sin whatsapp ni instagram , bienvenidos al socialismo 😱",Muestras/miedo
por causa de la pandemia los bailarines de la batalla de flores virtual sintieron lo que es bailar con careta y sensación de olla presión al estilo marimonda 😰,Muestras/miedo
en colombia apenas lleva una semana😱😱,Muestras/miedo
dios carla que broma 😱😱😱 en su nombre estarás sana muy pronto. amén,Muestras/miedo
"no se como, pero van meses sin may!! 😮😰 aqui vamos! ️",Muestras/miedo
dios y pensar que esos hdp son los que tienen el volante de esté país 😖 a donde vamos a parar,Muestras/miedo
"primer hacker del año queriendo crecer fiesta conmigo. horas después resuelto, pero buen susto 😱. usen autenticación de factores y eviten sustos 😖",Muestras/miedo
ay nooo y este año que vamos a la ciudad de hierro 😰,Muestras/miedo
como así que me bloqueó pablo felipe 😱,Muestras/miedo
ya yo lo escribí está dirigencia de los tigres está cómo el gobierno pura muela.blabla.😖,Muestras/miedo
"el alcalde de providencia cuenta que un huevo cuesta ., una naranja ., un m de arena . y arriendos entre y millones de pesos 😱",Muestras/miedo
cuando escriben en el grupo del trabajo tómense su café que la semana viene fuerte 😂😰 reír o llorar,Muestras/miedo
"estoy entre, comprar el álbum del mundial o morir de hambre hasta diciembre 😱",Muestras/miedo
siempre que veo videos de quiroprácticos pienso en esto 😰,Muestras/miedo
no mamen hoy descubrí algo con lo q podrían hacerme bullying mis amigos 😰,Muestras/miedo
hijos de puta mataron a kenny 😖,Muestras/miedo
ya estamos como españa? los okupas colombianos? 😨😨,Muestras/miedo
"lo experimenté en alguna ocasión, y sentí lo mismo y me pregunté exactamente lo mismo 😨",Muestras/miedo
poco a poco? veo que va a pasos agigantados 😭😰😰,Muestras/miedo
"migas desde , 😱😱 ya el desayuno está listo! panquecas con cambur y sirope de maple.",Muestras/miedo
mundialsubfemenino golazoooooo 😱😱😱.,Muestras/miedo
"si te gustan los misterios los casos paranormales 😱 oscuro es para ti. sumérgete en la oscuridad, crees en los demonios? disponible en amazon booktwt books libros libro literatura escritora",Muestras/miedo
que....riñones 😱,Muestras/miedo
se tiraron bogotá y van por colombia 😱,Muestras/miedo
"el tonto llevas sudadita la espalda, pero estás bien sudadita... un estupido mientras camino de regreso del gym ahaha no es necesario estar en mini falda y hombligueras para que los cerdos acosen!😨😨😨",Muestras/miedo
por qué son así? 😖,Muestras/miedo
a carlos antonio vélez no le gustó ni poquito la crítica de valenciano 🤯😱 mostró argumentos a favor de lucho y destruyó las palabras del exjugador,Muestras/miedo
y yo la reina. 😖,Muestras/miedo
"que le pasa a esta niña que enfrenta a estas dos vocesss, por dios mariana😱😅 teamlali lavozargentina",Muestras/miedo
"la bella jefecita blancajulia ya tan aliviada que hasta le alcanzó para dañar el mueble 😱😱😱😱 en medellín, antioquia",Muestras/miedo
van a matar a denver ay no 😰😩,Muestras/miedo
😱 el bucket of cheese fries será el centro de atención entre ustedes. no dudes en pedirlo en tu restaurante preferido taggea a tus frenes que aman las papas fritas fridays tgifridays fridayseveryday panamá,Muestras/miedo
"yo tengo una obsesión con los hombres blancos y pitos rosados. me encantan, me encantan por dios 😱",Muestras/miedo
que fuerte 😱,Muestras/miedo
"marica, qué travesía 😰",Muestras/miedo
"lo dije, ningún equipo de mlb es inofensivo o malo. quién esperaba esta reacción de los orioles? 😖️",Muestras/miedo
qué cosa más espantosa ese majee maqueabelico..parece salido del mismísimo foso del infierno...😱🤣🤣🤣🤣🤣🤣🤣🤣🤣😂🤣🤣😂😂🤣🤣😂🤣🤣🤣🤣😂🤣🤣🤣🤣🤣,Muestras/miedo
alarido es la expresión de horror y suspenso que puedes encontrar ya en cartelera. 😰 consigue tus boletos en app cinemark ca y taquillas.,Muestras/miedo
quiero volver a estar así de delgada 😖,Muestras/miedo
ya no fume marisola!😖,Muestras/miedo
judicial 😰ajuste de cuentas.,Muestras/miedo
si no se puede dejar que ese tipo siga robando 😱,Muestras/miedo
"esta semana surgieron rumores de un supuesto divorcio entre yailin, la más viral y anuel aa. 😰😱 este mensaje de la influencer sería la confirmación.",Muestras/miedo
odio está malparida impotencia de querer hacer y no poder simplemente por qué no está en mis manos 😖,Muestras/miedo
pueblo peligroso ️ en la heroica de la marimba era peligroso pasar con carro nuevo por palomino y camarones en la guajira 😱,Muestras/miedo
impactante y espeluznante relato 😲😖😰😱😱,Muestras/miedo
vecinos por favor ando sensible! quiten la música de rafa orozco😖,Muestras/miedo
no sé que sentir 😖,Muestras/miedo
guaooo y los vigilantes no estaban en sus puestos de trabajo que entraron en incendiaron el galpón y nadien vio ni supo quienes fueron los incendiarios no gileeeeee pero con estos inveschismosos ya descubrieron quienes fueron ️😖😨😰😡😡😠😠😠,Muestras/miedo
pobrecito el que vacunen en estas fechas😖,Muestras/miedo
😱 por acá cambiaron las prioridades.. 😅🤯️ fitness retos sagitario,Muestras/miedo
las preguntas se centraron en cómo había sido su embarazo y cómo estaba la relación con su pareja luego del nacimiento de mia. 😱,Muestras/miedo
el estadio cacique diriangén de nicaragua ve acciones en liga concacaf. eso quiere decir que nicaragua hoy tiene estadios donde se pueden jugar partidos internacionales 😱. y ellos son béisbolandia igual que dominicana y nosotros.,Muestras/miedo
solo me deben unas cosas de julio.😨,Muestras/miedo
"😢golcaracol en las últimas horas se filtraron fotografías de la cantante colombiana, en las que se ve que no la pasa nada bien. tercertiempo shakira😰",Muestras/miedo
"jajajaja mie 😱 no me imagino el ruido y la vibración, en ccs quiénes viven cerca del metro lo saben.",Muestras/miedo
tanta belleza en un video😰,Muestras/miedo
dios mío pobrecita la gente que no me conoce emputadaa cuando se meten con mis amigxs 😖,Muestras/miedo
imagínate yo géminis y mi esposa era sagitario 😱,Muestras/miedo
"pensé eso enrique... no lo diré, pero todos lo sabemos 😱",Muestras/miedo
ahora quiero hojaldre 😂😓😰,Muestras/miedo
😱😱😱😱 usted no está en el chat? lo agrego? nfldraft,Muestras/miedo
no se😱sera.tal vez!!,Muestras/miedo
😱 bernieecclestone se declaró inocente de las acusaciones de fraude fiscal. más info con un click aquí,Muestras/miedo
ya los pagué 😰,Muestras/miedo
"no es por ser conspiranóica, pero piensa mal y acertarás. así que no puede uno dejar que esas cosas puntuales desvíen la atención, que les cueste, al menos. no que dos cositas que no les gusta y ya se ponen de niños malcriados... y hablamos de adultos.😖",Muestras/miedo
🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣 😖😖😖 uuuyych como flor de pitahaya!! me hiciste la noche.. 🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣 no envidio para nada al desafortunado!!,Muestras/miedo
paradójico. 😖,Muestras/miedo
y que pasó princesa valiente 😱,Muestras/miedo
😱 recuerdas cuando te uniste a twitter? yo sí! mianiversariodetwitter,Muestras/miedo
😖 es poco,Muestras/miedo
"😱 no diga esa burrada, la intubada nada tiene q ver con los riñones en cambio el covid si los puede destruir al igual que los pulmones u otro órgano",Muestras/miedo
así está mi vida desde hace meses 😢😖😓,Muestras/miedo
huevo 🤣 que no es igual que huevo 😱️️️,Muestras/miedo
más allá. el cinismo de estos maleantes es infinito. descarados piden libertad de saab y denuncian malos tratos y tortura. además publican una carta desesperada de la esposa que lo quiere ver. 😱 qué me dices de todas las familias de los presos políticos?,Muestras/miedo
será el del man que vive con una muñeca y dos muñecos pequeños cuál familia feliz? 😖😖😖😖😖😖,Muestras/miedo
"y ahora con el ejército y policías de la paz , estamos hechos , ️️que nos atraquen, que entren en nuestras casas a robar y hasta matarnos , con el cuento de la paz️😞😱😭😭😭",Muestras/miedo
lo necesitamos 😢😖,Muestras/miedo
que arrecha la gente que nunca supera un ex.. 😱,Muestras/miedo
es una bestia descomunal 😱,Muestras/miedo
mierdero y medio con el poco tiempo que ya queda 😱,Muestras/miedo
juégate la pata millonaria 😎 en agosto estamos volando y podrás ganarte .. 😱,Muestras/miedo
ya comienzo clases again que nervios😖😖,Muestras/miedo
"ay diosmio esta vida si esta cara , y la plata ya casi no se consigue 😰😂",Muestras/miedo
"sigue subiendo precio del dólar oficial bs. , precio del paralelo bs. , esta noche bs. , 😱 bcv llamó a bancos a subasta de dólares el salario mínimo es ahora menor a laconfianzanoseimpone elmiedonosecesura",Muestras/miedo
chicos mi jefe está un yo de verdad estoy en crisis con este hombre 😰,Muestras/miedo
y hay gente que hace todo eso por menos de incluso 😖😖😖,Muestras/miedo
que gran descubrimiento! fijamos sorpresa 😱,Muestras/miedo
"ya estoy agotado de los ojos marrones, quiero otro color. 😖",Muestras/miedo
"así es el socialismocomunismo,es un lobo disfrasadod corderito😱",Muestras/miedo
y las mentadas de madre no las agradece? 😖,Muestras/miedo
señores periodistas por favor cordura en estos momentos de tanto incendio. por favor es una súplica que héctor se vaya de vacaciones unos días con sus intervenciones contribuye a meter más combustible. que horror😳😖😖,Muestras/miedo
pero pero pero... vestaverga 😱😱😱,Muestras/miedo
qu frío 😰😰,Muestras/miedo
escuché este titular está mañana y pensé en 😱😱😱 pero por qué?,Muestras/miedo
bruja captada en morrorico😖,Muestras/miedo
😱 andrés oppenheimer el ministerio de asuntos ultraterrestres de nicaragua opinión,Muestras/miedo
"😱blockchain, cadena de bloques, red transaccional, cripto qué...? que no te estalle la cabeza🤯! aprende sobre los conceptos, fundamentos y aplicaciones de blockchain. nueva masterclass aquí movistaresempleabilidad",Muestras/miedo
"sabíasque?😱 la flor de auyama es un alimento muy recomendable por los muchos beneficios que aporta debido a sus magníficas propiedades y por ser un alimento extraordinariamente versátil, estas se pueden preparar crudas o cocinadas y también añadirse a sopas y ensaladas.",Muestras/miedo
acá se solucionan los problemas con machete 😖,Muestras/miedo
"las tabletas de quetiapina y de liberación prolongada acción prolongada se usan para tratar los síntomas de esquizofrenia una enfermedad mental que ocasiona pensamiento alterado o inusual, pérdida de interés en la vida y emociones fuertes o inapropiadas google😱",Muestras/miedo
golazoooo de phoden ️😱,Muestras/miedo
"a mi me sale el mismo brote, pero solo me pasa en las cejas 😖",Muestras/miedo
ya salió? 😱,Muestras/miedo
😱😨 corrupción del gobierno duque en serio aún le extrañan? o hay que darle las gracias? increíble!!! 🤬,Muestras/miedo
confirmo que te sigo y el resto 😱😱😱?,Muestras/miedo
lo q pasa es que tienes que tensar la superficie 😰😰😰,Muestras/miedo
"cómo así que un trabajador cómo cualquier otra persona en el mundo, trabaja por plata y no por el sentimiento???? 😱😱😱😱😱😱😱😨😨😧😮😯😲 no lo puedo creer",Muestras/miedo
hay tanta gente joven deprimida qué increíble ver niñas de años en depresiones tan profundas 😱,Muestras/miedo
ya quiero mudarme 😖,Muestras/miedo
súper real 😱,Muestras/miedo
"acabo de agarrar un susto.! 😳😱 resulta que paramos en kfc de coronado y pido presas. no le sentía sabor y estaba calladito... hasta que uno en la mesa dice, este pollo no sabe a na... y otro dice lo mismo.!!! me vino el alma al cuerpo... y seguí comiendo.!!! panamá",Muestras/miedo
"sí, es en colombia 😖 colombiasosddhh",Muestras/miedo
otro bajón de electricidad 🤯😱,Muestras/miedo
"a los niños de hoy, le dan un móvil para que dejen los gritos 😱... a mí me daban un grito y me dejaban inmóvil 😂",Muestras/miedo
confirmó️ pensé q era mi cel 😰,Muestras/miedo
cansada de ser espectadora😖,Muestras/miedo
"y con esas comparaciones, ni hablar. 😖",Muestras/miedo
con que coños chocó?😱😱😱😱,Muestras/miedo
😱😱de verdad? ay mi jairolui cuídate 🥰😘,Muestras/miedo
estoy temblando todavía! 😱 pensé que me iba a caer de la cama. anoche justamente veía videos del terremoto de armenia hace años.,Muestras/miedo
"😱 picante declaración! wayne rooney le dio con toda a mbappé y le envió este mensaje. sin embargo, varios usuarios de redes sociales le recordaron al exjugador del manchester united que el francés ya ganó un mundial, título que el argentino aún no tiene. twitter psg",Muestras/miedo
"nunca me equivoco cuando pienso algo, que vaina 😰",Muestras/miedo
"hoy tiktok decidió mostrarme solo videos de conciertos de coldplay, y yo 😍😰😳🤯😍😍",Muestras/miedo
todooooooo lo de lq canastas familiar esta caro. culpa de duque y petro 😖😖😖 no quiero seguir siendo adulta 😖,Muestras/miedo
les dije que eran unos.... 😱 estalló! junior lacayo fue expulsado contra olimpia sin jugar un solo minuto y revela lo que pasó con el árbitro armando castro 😳,Muestras/miedo
que guaro toman? 😱 porque el antioqueño sin azúcar me zampa min granos al otro día 🤬🤬,Muestras/miedo
"la última de palco son , no pero claro, añádele los gastos de gestión... no sé, se han venido arriba y me da coraje porque mucha gente no va a poder ir 😰",Muestras/miedo
terror total. les tengo pánico y encima soy alérgica a ellas. 😖,Muestras/miedo
no tengo fotos de cuando tenía esa edad pero así era yo de chamo. igualito😱,Muestras/miedo
"yo tambien siempre lo senti muy lejano, jamas pense que me fuera a pasar algo asi y menos a plena luz del dia! que triste que te paso eso con tu mamá que miedo😖 cuidate mucho y a tu mamá️",Muestras/miedo
lasmásleídas el hermano del rey del despecho pidió respeto por la dinastía gómez 🤯😳😨,Muestras/miedo
yo nunca destaco mensajes 😰,Muestras/miedo
un tarugo en la garganta 😖,Muestras/miedo
la película zombie😱d allí fue inspirada😱m imagino,Muestras/miedo
"y si vesa mark antoni sales corriendo😱q feo esta,parece un zombie😱la mafafa se apoderó d el",Muestras/miedo
hey ! que diantres pasó aquí ?? 😱😡 van a seguir con sus porquerías? si ya anunciaron q es positivo de covid cómo no va a cumplir con la cuarentena como lo establece las autoridades de salud mundial ? 😡,Muestras/miedo
es increíble lo que puede hacer la inteligencia artificial 😱,Muestras/miedo
mis ojos lloran 😰 no puedo mirar 😩😩😩😂😂😂😂,Muestras/miedo
"bueno, mi nombre es natalia melissa molina narváez uuu q cerrada de orrrrto😱😱😱😱😱",Muestras/miedo
esta es la hora de la pensaderaaaaaaa😰,Muestras/miedo
"en cosmoteca lapiloto sabemos que en algún momento te has preguntado quién fuiste en tu vida pasada. y adivina qué! 😱 el inspector tiempo está aquí para darte respuesta, ingresa de una",Muestras/miedo
"nawebonah me quedé sin saldo otra vez, digitel es un robo. 😖",Muestras/miedo
samuel lozano tienes que verlo espantosas profecías para 😱 baba vanga a través de,Muestras/miedo
pero como así 😱 si desde ayer le pedimos al gobierno proteger al líder 😭😭😭😭😭😭,Muestras/miedo
y mal parecida tambien 😱,Muestras/miedo
señor ya deje aun lado a uribe y mejor trabaje usted no sueñe con lo de los demás 😖😖😖,Muestras/miedo
yo viendo los movimientos de mi cuenta y pensando ... hijueputa ! yo en que me gaste 😰😰 luego recuerdo que pedí una pizza. 😅,Muestras/miedo
ojalá hubiera un día que mis amigos no quisieran tomar 😂😖,Muestras/miedo
bestia pero taba el viento en su punto 😱,Muestras/miedo
"la juventus tiene una prioridad para esta semana cerrar cuanto antes la llegada de un vice para vlahovic 😱 el elegido era memphis depay, pero las negociaciones podrían llevar a que el objetivo sea otro",Muestras/miedo
"solicito a desvincularme del programa de fidelización, a fin de culminar mi proceso de portabilidad de línea a me cansé del perverso servicio de datos móviles de movistar en santander con qué sorpresa de bienvenida me recibirá ? 😱",Muestras/miedo
a buen fogonazo se salvó de milagro 😱,Muestras/miedo
bueno para ayudan es 😯importante. yo levantaste o rumores. 😖😳,Muestras/miedo
la verdad que en duda no lo pongo! recuerda que las destruyen cableado y todo lo que a su paso 😱 esté! es,Muestras/miedo
😱secuestrar!por dios sr. no nos crea tan estúpidos... ud. insulta la inteligencia de muchos vzlanos. de bien. respete,Muestras/miedo
😱 de donde están volando está cometa? esta muy alta!!! bucaramanga cometa agosto quepitatanlarga,Muestras/miedo
"ayer en la garita de un edificio, el seguridad me pidió identificación y luego iba a tomar foto de mi cedula con su tablet. me parece q basta con presentarla y anotar los datos pero el muchacho dice q son ordenes estrictas de administración. eso está ok ? 😱😰",Muestras/miedo
"el futuro de venezuela es caos, crisis, pobreza, destrucción, persecución, narcocorrupción, exodo de sus ciudadanos y muerte de mengua. al menos mientras la plaga chavista este usurpando el gobierno. colombia, ya veremos si aprende de esa espantosa advertencia ... ️😱️",Muestras/miedo
el conejo malo en wrestlemania estoy gritandooooooooooooo 😱😱 estás en tu peak,Muestras/miedo
salió más loco que el otro!! 😖😱,Muestras/miedo
y las que nos faltan por ver.. 😱,Muestras/miedo
el bajón 😖😖,Muestras/miedo
como cuando ayer dijiste que te ibas a parar temprano porque ibas a ser mas productivo y ya son las am y estás como morsa en la cama😖,Muestras/miedo
no puede ser! 😱 cayó un grande,Muestras/miedo
qué les pareció el adelanto de ? 😱 ft moratarg,Muestras/miedo
😱😱😱 susto... de verdad nos desconocemos en situaciones de stress y nervios,Muestras/miedo
a ver vendi ayer... hoy es como que vendiera . 😱 una perdida considerable si no los gaste ayer...,Muestras/miedo
dios mío 😰 q le pasa a ese,Muestras/miedo
"entre sara amargura de boca negra y la zuleta, que entre el diablo y escoja. 😖",Muestras/miedo
😱😱😱😱😱😱😱😱 a mi no me pasa maas pame ....por suerte!!!,Muestras/miedo
son hermanos 😱😱,Muestras/miedo
es una carrera 😖,Muestras/miedo
le falta fundamentación 🤣😱,Muestras/miedo
horrible levantarse un domingo temprano después de haber dormido solo como minutos 😖,Muestras/miedo
"no saquen mucho ésto a la luz, porque enseguida los copiones se van para la gran sabana a casarse con las anacondas😅😂😃😂😅😱😅😂",Muestras/miedo
que balacera x el area😰,Muestras/miedo
"la copa américa sigue conmebol confirma fixture colombia será sede de la final de la copa😱la conmebol sorprendió al mundo y tras el aplazamiento de las jornadas de eliminatorias de marzo, confirmó el fixture oficial de la copa américa .",Muestras/miedo
las novias si son ñañecas cuando uno no les presta atención ipso facto 😖,Muestras/miedo
uy ala!!! no sea tan toche la paliza que nos dieron . que paso 😱 papá? tampoco patanto,Muestras/miedo
me dolió una güeva 😰,Muestras/miedo
comovacherrrrrr y este man es virgo 😱️,Muestras/miedo
"la locura total. la tapita de oro del frasco de mediocridad, impunidad, deterioro moral, descomposición social y narcocorrupción chavista ️ ... plooooop 😳😳😳😨😱️ patria comunista por ese culo ...",Muestras/miedo
"quién pudo pasar más de cincuenta veranos extrañando a alguien? 😱😱. osea, hay amores que no se superan en un año? que miedo!",Muestras/miedo
"desde ya, siento el calor horrible que hará hoy 😖",Muestras/miedo
encerrados este finde 😖😖😖😖,Muestras/miedo
de lo q se salvó el madrid! 😱,Muestras/miedo
"que partidazo camerún, héroe onana que sentimiento debe ser ir al mundial con un gol al 😨",Muestras/miedo
hoy sesiones de fotos 😱,Muestras/miedo
lo vi veces!😱,Muestras/miedo
dios la tenga en la gloria y consuelo para tu dolor 😰,Muestras/miedo
"y díganle que no, noooo, no,no, a ésa pelota grand slam!!!😱",Muestras/miedo
jajajajaja flor amarillo es lejitos 😨,Muestras/miedo
"hastaquelaplatanossepare rafael llegó a ramenautos para quitarle el negocio de los camiones a alejandra maldonado 😮😨 así, rafael demostró cuánto aprendió de la doctora",Muestras/miedo
cada quien se gana lo que sembro😱🤣🤣🤣🤣🤣,Muestras/miedo
la envidia 😰😰,Muestras/miedo
"no sé por qué, pero me lo imaginé diciendo, los machos nos bañamos con los cocodrilos... que fea imagen 😖",Muestras/miedo
esto puede ser posible?? 😱 me duele en el alma ver esto que impotencia tan horrible!,Muestras/miedo
que bonito fue soñar con y iangael 😱😱😍 me alegraron el sueño! ️️,Muestras/miedo
listo para darme rueda el domingo ? 😖,Muestras/miedo
es una cochinada...😱! orlando ponce explota contra la concacaf y deja dura crítica tras el municipal vs olimpia. estas fueron sus palabras,Muestras/miedo
una semana y todo mal 😖 pobre país ️,Muestras/miedo
q sea buena por favor ... ya tenemos años de sorpresas malas 😨😨😨,Muestras/miedo
y robo del arbitro 😱,Muestras/miedo
días sin agua en guanare y no hay respuesta cierta hasta cuando será esta calamidad de los guanareños 😖,Muestras/miedo
hoy he cometido un error grave y es que no me he puesto bloqueador solar en ma cara 😰,Muestras/miedo
sería una buena elección full tipico 😤😖 no sé qué hacer,Muestras/miedo
a meee sinceramente yo lo hubiese apoyado como e count pero su bloqueo la sensura de sierra en instagram confirman que el tema estaba grabado y que va seguir alvaroo fríamente sacando a felipe. 😭 😱,Muestras/miedo
"y yo que me quejo, estamos en pañales 😱",Muestras/miedo
